scene	track	start_ms	end_ms	text	campaign	block	timing_basis_movie	timing_status
0x18	secondary_ms	33570	38990	이제 로렌데일 계곡 영주들과\n관련된 급한 군사 문제다.	archibald	scenario_5_from_4	EVIL05BV.SMK	voice_aligned
0x18	secondary_ms	39290	45110	두 놈이 반역자 롤랜드를 공개적으로\n지지했다. 절대 용납할 수 없는 죄다.	archibald	scenario_5_from_4	EVIL05BV.SMK	voice_aligned
0x18	secondary_ms	45310	50410	충성스러운 두 영주의 성을 써서\n맨손으로 군대를 일으켜라.	archibald	scenario_5_from_4	EVIL05BV.SMK	voice_aligned
0x18	secondary_ms	50710	53930	실패하면 매우 화가 날 것이다.	archibald	scenario_5_from_4	EVIL05BV.SMK	voice_aligned
0x19	secondary_ms	310	2530	장군, 정당한 왕 롤랜드요.	archibald	roland_betrayal_offer	RBETRAYV.SMK	voice_aligned
0x19	secondary_ms	2530	4430	그대에게 제안할 것이 있소.	archibald	roland_betrayal_offer	RBETRAYV.SMK	voice_aligned
0x19	secondary_ms	4470	6720	내 편에 서서 함께 싸웁시다.	archibald	roland_betrayal_offer	RBETRAYV.SMK	voice_aligned
0x19	secondary_ms	6720	10050	사악한 아치발드를 섬기는 것이\n잘못임은 그대도 알 것이오.	archibald	roland_betrayal_offer	RBETRAYV.SMK	voice_aligned
0x19	secondary_ms	10190	16070	부당한 찬탈자를 섬긴다는 게 양심에\n걸리지 않소? 그 대가가 고작 돈이오?	archibald	roland_betrayal_offer	RBETRAYV.SMK	voice_aligned_combined
0x19	secondary_ms	16410	18090	돈이라면 나도 줄 수 있소.	archibald	roland_betrayal_offer	RBETRAYV.SMK	voice_aligned
0x19	secondary_ms	18090	21550	나는 부와 함께 명예와 의무,\n그리고 목적을 주겠소.	archibald	roland_betrayal_offer	RBETRAYV.SMK	voice_aligned
0x19	secondary_ms	21630	24470	내게 와서 정의를 위해 싸우시오.	archibald	roland_betrayal_offer	RBETRAYV.SMK	voice_aligned
0x19	secondary_ms	24550	25750	어느 쪽을 택하겠소?	archibald	roland_betrayal_offer	RBETRAYV.SMK	voice_aligned
0x1A	secondary_ms	190	3750	내 네크로맨서가 너와 내\n형제의 대화를 몰래 들었다.	archibald	scenario_6_loyal	EVIL06AW.SMK	voice_aligned
0x1A	secondary_ms	3810	5870	현명한 선택이었다.	archibald	scenario_6_loyal	EVIL06AW.SMK	voice_aligned
0x1A	secondary_ms	5870	8490	내 형제에게는 이 전쟁을 이길 희망 따위 없다.	archibald	scenario_6_loyal	EVIL06AW.SMK	voice_aligned_split
0x1A	secondary_ms	8490	11370	그에게 붙었다면 네 목도\n단두대에 올랐을 것이다.	archibald	scenario_6_loyal	EVIL06AW.SMK	voice_aligned_split
0x1A	secondary_ms	11370	13070	하지만 걱정 마라.	archibald	scenario_6_loyal	EVIL06AW.SMK	voice_aligned
0x1A	secondary_ms	13090	18790	계속 잘 섬기면 형제의 여름 궁전에 있는\n영지를 주고 백작으로 삼아 주겠다.	archibald	scenario_6_loyal	EVIL06AW.SMK	voice_aligned
0x1A	secondary_ms	19010	20270	이제 본론으로 가지.	archibald	scenario_6_loyal	EVIL06AW.SMK	voice_aligned
0x1A	secondary_ms	20270	24510	내 밭을 가는 농민들이 롤랜드 부하들의\n지휘 아래 반란을 일으키고 있다.	archibald	scenario_6_loyal	EVIL06AW.SMK	voice_aligned
0x1A	secondary_ms	24530	29370	반란을 진압하고\n지도자들을 사로잡아라.	archibald	scenario_6_loyal	EVIL06AW.SMK	voice_aligned
0x1A	secondary_ms	29630	32730	코라곤 경을 보내 돕게 하겠다.	archibald	scenario_6_loyal	EVIL06AW.SMK	voice_aligned
0x1B	secondary_ms	250	2110	승리할 편에 온 것을 환영한다.	archibald	scenario_6_switched	EVIL06BW.SMK	voice_aligned
0x1B	secondary_ms	2110	5160	나를 섬기는 일은 쉬울 것이다.	archibald	scenario_6_switched	EVIL06BW.SMK	voice_aligned
0x1B	secondary_ms	5160	8110	성공에는 상을 주고 실패에는 벌을 내리지.	archibald	scenario_6_switched	EVIL06BW.SMK	voice_aligned
0x1B	secondary_ms	8110	12230	충성을 지켜 전쟁에서 이긴다면\n너를 백작으로 삼아 주겠다.	archibald	scenario_6_switched	EVIL06BW.SMK	voice_aligned
0x1B	secondary_ms	12270	13520	이제 본론으로 가지.	archibald	scenario_6_switched	EVIL06BW.SMK	voice_aligned
0x1B	secondary_ms	13520	18000	내 밭을 가는 농민들이 롤랜드 부하들의\n지휘 아래 반란을 일으키고 있다.	archibald	scenario_6_switched	EVIL06BW.SMK	voice_aligned
0x1B	secondary_ms	18000	22390	반란을 진압하고\n지도자들을 사로잡아라.	archibald	scenario_6_switched	EVIL06BW.SMK	voice_aligned
0x1B	secondary_ms	22450	25230	코라곤 경을 보내 돕게 하겠다.	archibald	scenario_6_switched	EVIL06BW.SMK	voice_aligned
0x1C	secondary_ms	190	2810	농민을 처벌한 솜씨가 아주 감동적이었다.	archibald	scenario_7_or_8	EVIL07W.SMK	voice_aligned
0x1C	secondary_ms	2870	4660	훌륭한 본보기를 보였군.	archibald	scenario_7_or_8	EVIL07W.SMK	voice_aligned
0x1C	secondary_ms	4660	8630	다음은 롤랜드 성 근처의 지방\n영주들을 정복할 차례다.	archibald	scenario_7_or_8	EVIL07W.SMK	voice_aligned
0x1C	secondary_ms	8690	15990	평범한 방법으로도 이길 수 있지만\n수석 워록 고문은 드래곤 왕의	archibald	scenario_7_or_8	EVIL07W.SMK	voice_aligned_split
0x1C	secondary_ms	15990	19710	도움이 매우 효과적일 거라 한다.	archibald	scenario_7_or_8	EVIL07W.SMK	voice_aligned_split
0x1C	secondary_ms	20230	23810	문제는 드래곤 왕이 순순히\n돕지 않는다는 점이지.	archibald	scenario_7_or_8	EVIL07W.SMK	voice_aligned
0x1C	secondary_ms	24130	26130	장군, 그대의 생각은 어떤가?	archibald	scenario_7_or_8	EVIL07W.SMK	voice_aligned
0x1C	secondary_ms	26330	31630	롤랜드의 가신들을 곧장 칠까,\n먼저 드래곤들을 정복할까?	archibald	scenario_7_or_8	EVIL07W.SMK	voice_aligned
0x1D	secondary_ms	190	2810	농민을 처벌한 솜씨가 아주 감동적이었다.	archibald	scenario_7_or_8	EVIL07W.SMK	voice_aligned
0x1D	secondary_ms	2870	4660	훌륭한 본보기를 보였군.	archibald	scenario_7_or_8	EVIL07W.SMK	voice_aligned
0x1D	secondary_ms	4660	8630	다음은 롤랜드 성 근처의 지방\n영주들을 정복할 차례다.	archibald	scenario_7_or_8	EVIL07W.SMK	voice_aligned
0x1D	secondary_ms	8690	15990	평범한 방법으로도 이길 수 있지만\n수석 워록 고문은 드래곤 왕의	archibald	scenario_7_or_8	EVIL07W.SMK	voice_aligned_split
0x1D	secondary_ms	15990	19710	도움이 매우 효과적일 거라 한다.	archibald	scenario_7_or_8	EVIL07W.SMK	voice_aligned_split
0x1D	secondary_ms	20230	23810	문제는 드래곤 왕이 순순히\n돕지 않는다는 점이지.	archibald	scenario_7_or_8	EVIL07W.SMK	voice_aligned
0x1D	secondary_ms	24130	26130	장군, 그대의 생각은 어떤가?	archibald	scenario_7_or_8	EVIL07W.SMK	voice_aligned
0x1D	secondary_ms	26330	31630	롤랜드의 가신들을 곧장 칠까,\n먼저 드래곤들을 정복할까?	archibald	scenario_7_or_8	EVIL07W.SMK	voice_aligned
0x1E	primary_ms	100	1300	잘했다.	archibald	after_scenario_7_to_8	EVIL08.SMK	voice_aligned
0x1E	primary_ms	1300	6130	이제 드래곤 왕은 내게 협력하며\n짧은 목줄에 묶여 있지. 하하하!	archibald	after_scenario_7_to_8	EVIL08.SMK	voice_aligned
0x1E	primary_ms	7250	13030	우리 군대에 병력을 보낼 것이고 야생에서\n만나는 드래곤도 그대에게 협력할 것이다.	archibald	after_scenario_7_to_8	EVIL08.SMK	voice_aligned
0x1E	primary_ms	13290	15850	롤랜드의 가신들을 계속 공격하라.	archibald	after_scenario_7_to_8	EVIL08.SMK	voice_aligned
0x1F	secondary_ms	170	4490	그 시골 영주들을 빠르게\n없애니 아주 쉬워 보이는군.	archibald	scenario_9_or_10	EVIL09W.SMK	voice_aligned
0x1F	secondary_ms	4750	9230	다음에는 조금 천천히 해서 놈들에게\n승산이라도 줘라! 하하!	archibald	scenario_9_or_10	EVIL09W.SMK	voice_aligned
0x1F	secondary_ms	10990	15110	롤랜드에게 마지막 공격을\n할 준비를 시작할 때다.	archibald	scenario_9_or_10	EVIL09W.SMK	voice_aligned
0x1F	secondary_ms	15150	19530	내 참모들의 의견은 둘로 갈렸다.\n한쪽은 롤랜드를 물리칠 군대를	archibald	scenario_9_or_10	EVIL09W.SMK	voice_aligned_split
0x1F	secondary_ms	19530	25050	모으는 데 힘을 쏟자고 하고, 다른 쪽은\n궁극의 아티팩트를 찾자고 하는군.	archibald	scenario_9_or_10	EVIL09W.SMK	voice_aligned_split
0x1F	secondary_ms	25410	28490	현장에 있는 자는 그대다.\n어느 쪽을 택하겠나?	archibald	scenario_9_or_10	EVIL09W.SMK	voice_aligned
0x20	secondary_ms	170	4490	그 시골 영주들을 빠르게\n없애니 아주 쉬워 보이는군.	archibald	scenario_9_or_10	EVIL09W.SMK	voice_aligned
0x20	secondary_ms	4750	9230	다음에는 조금 천천히 해서 놈들에게\n승산이라도 줘라! 하하!	archibald	scenario_9_or_10	EVIL09W.SMK	voice_aligned
0x20	secondary_ms	10990	15110	롤랜드에게 마지막 공격을\n할 준비를 시작할 때다.	archibald	scenario_9_or_10	EVIL09W.SMK	voice_aligned
0x20	secondary_ms	15150	19530	내 참모들의 의견은 둘로 갈렸다.\n한쪽은 롤랜드를 물리칠 군대를	archibald	scenario_9_or_10	EVIL09W.SMK	voice_aligned_split
0x20	secondary_ms	19530	25050	모으는 데 힘을 쏟자고 하고, 다른 쪽은\n궁극의 아티팩트를 찾자고 하는군.	archibald	scenario_9_or_10	EVIL09W.SMK	voice_aligned_split
0x20	secondary_ms	25410	28490	현장에 있는 자는 그대다.\n어느 쪽을 택하겠나?	archibald	scenario_9_or_10	EVIL09W.SMK	voice_aligned
0x21	secondary_ms	70	2290	우리 최고의 순간이 왔다!	archibald	scenario_11	EVIL11W.SMK	voice_aligned
0x21	secondary_ms	2290	7590	롤랜드의 군대는 성 주변 영지로\n물러났고, 그 바보 롤랜드는	archibald	scenario_11	EVIL11W.SMK	voice_aligned_split
0x21	secondary_ms	7590	11230	여름 궁전에서 마지막\n공격을 두려워하고 있다!	archibald	scenario_11	EVIL11W.SMK	voice_aligned_split
0x21	secondary_ms	11270	14350	최후의 전투를 위해 모은\n군대를 이끌고 가라!	archibald	scenario_11	EVIL11W.SMK	voice_aligned
0x21	secondary_ms	14470	17810	반란을 짓밟고 내 형제를\n사슬에 묶어 데려와라!	archibald	scenario_11	EVIL11W.SMK	voice_aligned
0x22	primary_ms	1590	5620	롤랜드, 우리의 작은 시합은\n내가 이긴 모양이군.	archibald	ending	PRISON.SMK	voice_aligned
0x22	primary_ms	5620	6970	하지만 걱정 마라.	archibald	ending	PRISON.SMK	voice_aligned
0x22	primary_ms	6970	13230	목숨은 살려 주기로 했고,\n서쪽 탑의 군주로 임명하겠다.	archibald	ending	PRISON.SMK	voice_aligned
0x22	primary_ms	13490	19510	너는 위대한 제국의 지배자가 되어\n구석구석 모든 틈을 알게 될 것이다.	archibald	ending	PRISON.SMK	voice_aligned
0x22	primary_ms	19810	21350	앞으로 십 분 안에 말이지.	archibald	ending	PRISON.SMK	voice_aligned
0x22	primary_ms	21490	29230	귀한 쥐와 거미들을 접대하지 않을 때 찬란한\n궁정에 찾아가 주마. 하하하하!	archibald	ending	PRISON.SMK	voice_aligned
0x23	secondary_ms	0	2000	군주를 선택하십시오.	succession	choose_lord	CHOOSEW.SMK	voice_aligned
0x27	secondary_ms	30	4460	크리거 자작은 어린 시절의 벗이자\n제국 북부를 지키던 사령관입니다.	The Price of Loyalty	Intro	MIXPOL1.SMK	voice_aligned_split
0x27	secondary_ms	4460	8670	그가 황제에게 등을 돌리고\n공개적으로 반란을 일으켰습니다.	The Price of Loyalty	Intro	MIXPOL1.SMK	voice_aligned_split
0x27	secondary_ms	8770	13380	왕좌를 무너뜨릴 군대는 없지만\n전설의 유물을 찾고 있습니다.	The Price of Loyalty	Intro	MIXPOL1.SMK	voice_aligned_split
0x27	secondary_ms	13380	18710	그 유물은 우리 모두를 파멸시킬\n엄청난 힘을 준다고 합니다.	The Price of Loyalty	Intro	MIXPOL1.SMK	voice_aligned_split
0x27	secondary_ms	18790	23650	황제께서 당신을 부르셨습니다.\n군대를 이끌고 진군하십시오.	The Price of Loyalty	Intro	MIXPOL1.SMK	voice_aligned_split
0x27	secondary_ms	23650	28210	반역자 크리거를 무찌르고 제국을\n위해 유물을 찾으십시오.	The Price of Loyalty	Intro	MIXPOL1.SMK	voice_aligned_split
0x28	secondary_ms	90	2820	북부의 반란을 진압했습니다.	The Price of Loyalty	After Winning Map 1	MIXPOL2.SMK	voice_aligned_split
0x28	secondary_ms	2820	8490	이제 반역자의 군대를 쫓아\n다크스케일 산지로 가십시오.	The Price of Loyalty	After Winning Map 1	MIXPOL2.SMK	voice_aligned_split
0x28	secondary_ms	8690	15340	황제의 대마법사가 유물에 관한\n중요한 사실을 알아냈습니다.	The Price of Loyalty	After Winning Map 1	MIXPOL2.SMK	voice_aligned_split
0x28	secondary_ms	15340	20730	유물은 세 조각으로 갈라져\n모아야 온전한 힘을 냅니다.	The Price of Loyalty	After Winning Map 1	MIXPOL2.SMK	voice_aligned_split
0x28	secondary_ms	21150	26470	크리거는 산속 깊은 곳에서 첫\n조각을 찾기 시작했습니다.	The Price of Loyalty	After Winning Map 1	MIXPOL2.SMK	voice_aligned
0x28	secondary_ms	27240	31730	그보다 먼저 찾아내십시오.\n이 조각이 없으면 나머지 조각의	The Price of Loyalty	After Winning Map 1	MIXPOL2.SMK	voice_aligned_split
0x28	secondary_ms	31730	33930	위치도 알아낼 수 없습니다.	The Price of Loyalty	After Winning Map 1	MIXPOL2.SMK	voice_aligned_split
0x29	secondary_ms	0	4570	유물을 무사히 찾아내자 크리거는\n서쪽으로 달아났습니다.	The Price of Loyalty	After Winning Map 2	MIXPOL3.SMK	voice_aligned_split
0x29	secondary_ms	4570	8730	다음 조각이 숨겨졌다는\n글레이브 섬으로 향했습니다.	The Price of Loyalty	After Winning Map 2	MIXPOL3.SMK	voice_aligned_split
0x29	secondary_ms	9510	13030	크리거는 다크스케일 산지의\n비밀 통로를 알아냈습니다.	The Price of Loyalty	After Winning Map 2	MIXPOL3.SMK	voice_aligned_split
0x29	secondary_ms	13030	14950	그는 이미 멀리 앞서 있습니다.	The Price of Loyalty	After Winning Map 2	MIXPOL3.SMK	voice_aligned_split
0x29	secondary_ms	15450	17830	이제 위험한 선택을 해야 합니다.	The Price of Loyalty	After Winning Map 2	MIXPOL3.SMK	voice_aligned
0x29	secondary_ms	18050	24750	어비스라 불리는 숨은 길은\n목숨을 위협할 만큼 위험하지만	The Price of Loyalty	After Winning Map 2	MIXPOL3.SMK	voice_aligned
0x29	secondary_ms	25090	27330	더 빨리 갈 수 있습니다.	The Price of Loyalty	After Winning Map 2	MIXPOL3.SMK	voice_aligned
0x29	secondary_ms	27670	32850	다른 길은 산을 돌아 남서쪽\n숲을 지나는 길입니다.	The Price of Loyalty	After Winning Map 2	MIXPOL3.SMK	voice_aligned
0x29	secondary_ms	33310	36180	하지만 그곳은 엘프의 땅입니다.	The Price of Loyalty	After Winning Map 2	MIXPOL3.SMK	voice_aligned_split
0x29	secondary_ms	36180	40690	그늘진 숲을 어지럽히면 크게\n노할 이들도 있습니다.	The Price of Loyalty	After Winning Map 2	MIXPOL3.SMK	voice_aligned_split
0x2A	secondary_ms	50	5680	미움받던 적을 없애 준 대가로\n엘프 군주 일타니스가 제국의	The Price of Loyalty	After Winning Map 3	MIXPOL4.SMK	voice_aligned_split
0x2A	secondary_ms	5680	8870	크리거 추적을 돕기로 했습니다.	The Price of Loyalty	After Winning Map 3	MIXPOL4.SMK	voice_aligned_split
0x2A	secondary_ms	8950	16130	목재 일부를 보내 주고 만나는\n엘프들도 도울 것입니다.	The Price of Loyalty	After Winning Map 3	MIXPOL4.SMK	voice_aligned
0x2A	secondary_ms	16730	19530	하지만 나쁜 소식도 있습니다.	The Price of Loyalty	After Winning Map 3	MIXPOL4.SMK	voice_aligned
0x2A	secondary_ms	19590	24710	크리거가 글레이브 섬에서 두\n번째 조각을 찾아냈습니다.	The Price of Loyalty	After Winning Map 3	MIXPOL4.SMK	voice_aligned
0x2A	secondary_ms	25170	30210	마지막 조각은 북쪽의 눈\n덮인 황무지에 있습니다.	The Price of Loyalty	After Winning Map 3	MIXPOL4.SMK	voice_aligned
0x2A	secondary_ms	31370	36300	북방으로 가는 길목에는 거대한\n야만인 왕국이 있습니다.	The Price of Loyalty	After Winning Map 3	MIXPOL4.SMK	voice_aligned_split
0x2A	secondary_ms	36300	41410	사나운 약탈자들을 굴복시켜야\n먼 북쪽으로 갈 수 있습니다.	The Price of Loyalty	After Winning Map 3	MIXPOL4.SMK	voice_aligned_split
0x2B	secondary_ms	250	4990	크리거가 글레이브 섬에서 두\n번째 조각을 가져갔습니다.	The Price of Loyalty	After Winning Map 4 or 5	MIXPOL5.SMK	voice_aligned_split
0x2B	secondary_ms	4990	8530	이제 북쪽 황무지로 달려가\n마지막 조각을 찾아야 합니다.	The Price of Loyalty	After Winning Map 4 or 5	MIXPOL5.SMK	voice_aligned_split
0x2B	secondary_ms	8810	13890	그 조각을 먼저 얻는 쪽이\n크리거와의 결전에서 유리합니다.	The Price of Loyalty	After Winning Map 4 or 5	MIXPOL5.SMK	voice_aligned
0x2B	secondary_ms	14270	20770	정찰대가 눈 덮인 황무지 한가운데\n푸른 땅이 있다고 전했습니다.	The Price of Loyalty	After Winning Map 4 or 5	MIXPOL5.SMK	voice_aligned
0x2B	secondary_ms	21130	27090	사실인지 눈보라에 지친 이들의\n거짓말인지는 알 수 없습니다.	The Price of Loyalty	After Winning Map 4 or 5	MIXPOL5.SMK	voice_aligned
0x2C	secondary_ms	330	4870	황제의 대마법사가 중요한 사실을\n크리거의 생각에서 알아냈습니다.	The Price of Loyalty	After Winning Map 6	MIXPOL6.SMK	voice_aligned_split
0x2C	secondary_ms	4870	8490	그가 세 번째 조각의 전투에서\n달아날 때 읽어 낸 것입니다.	The Price of Loyalty	After Winning Map 6	MIXPOL6.SMK	voice_aligned_split
0x2C	secondary_ms	8670	11430	크리거는 혼자가 아니었습니다.	The Price of Loyalty	After Winning Map 6	MIXPOL6.SMK	voice_aligned
0x2C	secondary_ms	11450	15770	제국 중심부의 강령술사 무리가\n그를 유물로 이끌었습니다.	The Price of Loyalty	After Winning Map 6	MIXPOL6.SMK	voice_aligned_split
0x2C	secondary_ms	15770	18230	그들도 유물을 노리고 있었습니다.	The Price of Loyalty	After Winning Map 6	MIXPOL6.SMK	voice_aligned_split
0x2C	secondary_ms	18770	22990	이제 제국을 위협하는 혼란의\n근원을 공격할 수 있습니다.	The Price of Loyalty	After Winning Map 6	MIXPOL6.SMK	voice_aligned
0x2C	secondary_ms	23270	26720	황제의 군대를 모으십시오.\n강령술사 무리와	The Price of Loyalty	After Winning Map 6	MIXPOL6.SMK	voice_aligned_split
0x2C	secondary_ms	26720	29790	오랫동안 달아난 반역자를\n함께 없애십시오.	The Price of Loyalty	After Winning Map 6	MIXPOL6.SMK	voice_aligned_split
0x2D	secondary_ms	90	4390	크리거는 강령술사의 마법에\n정신을 지배당했던 듯합니다.	The Price of Loyalty	After Winning Map 7	MIXPOL7.SMK	voice_aligned
0x2D	secondary_ms	4470	8850	투구의 힘으로 정신을 되찾게\n해 그의 반란을 끝냈습니다.	The Price of Loyalty	After Winning Map 7	MIXPOL7.SMK	voice_aligned
0x2D	secondary_ms	9050	15590	황제께서는 제국의 심판을 받을\n그에게 자비를 보일지도 모릅니다.	The Price of Loyalty	After Winning Map 7	MIXPOL7.SMK	voice_aligned
0x2D	secondary_ms	16150	24650	하지만 마지막 유물 조각을 되찾아\n제국이 온전한 힘을 얻었습니다.	The Price of Loyalty	After Winning Map 7	MIXPOL7.SMK	voice_aligned
0x2D	secondary_ms	24910	28930	그 힘으로 진짜 적에 맞서십시오.	The Price of Loyalty	After Winning Map 7	MIXPOL7.SMK	voice_aligned
0x2D	secondary_ms	29430	33070	배신과 거짓의 소굴인\n강령술사들을 없애십시오.	The Price of Loyalty	After Winning Map 7	MIXPOL7.SMK	voice_aligned
0x2E	secondary_ms	490	6550	황제의 위대한 지혜가 이끌고\n고귀한 영웅들이 지켜 온 덕분에	The Price of Loyalty	You've Won!	MIXPOL8.SMK	voice_aligned_split
0x2E	secondary_ms	6550	10030	강대한 제국은 이어질 것입니다.	The Price of Loyalty	You've Won!	MIXPOL8.SMK	voice_aligned_split
0x2E	secondary_ms	10170	15860	당신은 옛 친구 크리거가 스스로\n반란을 일으킨 게 아니라	The Price of Loyalty	You've Won!	MIXPOL8.SMK	voice_aligned_split
0x2E	secondary_ms	15860	20570	강령술사의 마법에 지배당했다고\n말하고 있습니다.	The Price of Loyalty	You've Won!	MIXPOL8.SMK	voice_aligned_split
0x2E	secondary_ms	21350	27870	그렇다 해도 백성들은 그가 제국에\n무기를 든 모습을 보았습니다.	The Price of Loyalty	You've Won!	MIXPOL8.SMK	voice_aligned
0x2E	secondary_ms	28170	30670	그런 행동을 벌하지 않을 수 없습니다.	The Price of Loyalty	You've Won!	MIXPOL8.SMK	voice_aligned
0x2E	secondary_ms	30770	32280	하지만 좋은 소식도 있습니다.	The Price of Loyalty	You've Won!	MIXPOL8.SMK	voice_aligned_split
0x2E	secondary_ms	32280	36570	황제께서 당신의 충성과 공로에\n큰 보답을 내리기로 했습니다.	The Price of Loyalty	You've Won!	MIXPOL8.SMK	voice_aligned_split
0x2E	secondary_ms	36570	39350	크리거가 가졌던 모든 영지와\n작위를 당신에게 줄 것입니다.	The Price of Loyalty	You've Won!	MIXPOL8.SMK	voice_aligned_split
0x2E	secondary_ms	39890	42239	이것이 바로 충성의 대가입니다.	The Price of Loyalty	You've Won!	MIXPOL8.SMK	voice_aligned
0x2F	secondary_ms	290	11070	아주 오래전 이 왕국이 서기 전에 이 땅은\n여러 부족이 다투던 전쟁터였습니다.	Descendants	Intro	MIXDES9.SMK	voice_aligned
0x2F	secondary_ms	11990	17650	오랜 왕가의 첫 통치자였던 야만인\n자르코나는 꿈을 꾸었습니다.	Descendants	Intro	MIXDES9.SMK	voice_aligned_split
0x2F	secondary_ms	17650	22750	부족들을 정복하고 하나로\n만드는 원대한 꿈이었습니다.	Descendants	Intro	MIXDES9.SMK	voice_aligned_split
0x30	secondary_ms	470	8830	여러 세대가 흐르는 동안 자르코나가 세운\n왕국은 자유롭게 성장하고 번영했습니다.	Descendants	After Winning Map 1	MIXDES10.SMK	voice_aligned
0x30	secondary_ms	9170	14100	하지만 동쪽에서 하론데일 왕국이\n강대한 세력으로 일어났습니다.	Descendants	After Winning Map 1	MIXDES10.SMK	voice_aligned_split
0x30	secondary_ms	14100	18390	두 왕국은 국경을 두고 치열하게\n다투기 시작했습니다.	Descendants	After Winning Map 1	MIXDES10.SMK	voice_aligned_split
0x31	secondary_ms	250	8070	에타니아의 손자인 자르코나 삼세는\n죽음을 앞두고 약해진 왕국의	Descendants	After Winning Map 2	MIXDES11.SMK	voice_aligned_split
0x31	secondary_ms	8070	11890	앞날을 걱정했습니다. 오랜\n전쟁으로 큰 피해를 입었고	Descendants	After Winning Map 2	MIXDES11.SMK	voice_aligned_split
0x31	secondary_ms	12630	19610	왕국이 다시 번영하려면 먼\n친척의 도움이 필요했습니다.	Descendants	After Winning Map 2	MIXDES11.SMK	voice_aligned
0x31	secondary_ms	20390	32150	마지막으로 선택해야 했습니다. 전쟁광\n괴짜 이반 삼촌과 그의 야만인 부족을	Descendants	After Winning Map 2	MIXDES11.SMK	voice_aligned_split
0x31	secondary_ms	32150	40630	부를 것인가 아니면 집을 떠난 아들이자\n이름난 마법사 조셉을 찾을 것인가.	Descendants	After Winning Map 2	MIXDES11.SMK	voice_aligned_split
0x32	secondary_ms	90	5820	부족을 통일한 지 이백 년째\n되던 해 왕가가 힘든 시기를	Descendants	After Winning Maps 3 & 4	MIXDES12.SMK	voice_aligned_split
0x32	secondary_ms	5820	12850	보내던 때였습니다. 정찰병이 남쪽\n국경에서 다급히 말을 달려왔습니다.	Descendants	After Winning Maps 3 & 4	MIXDES12.SMK	voice_aligned_split
0x32	secondary_ms	13470	20250	야만인 무리가 전초 기지 여럿을\n점령하고 하나를 불태웠습니다.	Descendants	After Winning Maps 3 & 4	MIXDES12.SMK	voice_aligned
0x32	secondary_ms	21190	24830	당시의 여왕 젤드리아는 잃은 도시를 되찾고	Descendants	After Winning Maps 3 & 4	MIXDES12.SMK	voice_aligned_split
0x32	secondary_ms	24830	28710	국경을 지키려 남쪽으로\n군대를 보냈습니다.	Descendants	After Winning Maps 3 & 4	MIXDES12.SMK	voice_aligned_split
0x33	secondary_ms	50	8170	전쟁과 혼란이 자르코나 왕국을\n무너뜨리려던 때 큰 타격이 닥쳤습니다.	Descendants	After Winning Map 5	MIXDES13.SMK	voice_aligned
0x33	secondary_ms	8450	16030	하론데일 첩자의 배신으로 아이보리\n게이츠 성이 함락됐습니다.	Descendants	After Winning Map 5	MIXDES13.SMK	voice_aligned
0x33	secondary_ms	16970	24880	당시 통치자 에타니아 젤드리아\n이세는 엘프에게 도움을 청할지	Descendants	After Winning Map 5	MIXDES13.SMK	voice_aligned_split
0x33	secondary_ms	24880	29670	직접 성을 되찾을지 정해야 했습니다.	Descendants	After Winning Map 5	MIXDES13.SMK	voice_aligned_split
0x34	secondary_ms	530	9550	이제 조상들이 시작한 일을 나\n자르코나 육세가 끝낼 차례입니다.	Descendants	After Winning Maps 6 & 7	MIXDES14.SMK	voice_aligned
0x34	secondary_ms	11350	18020	오래전 아이보리 게이츠를 되찾은\n뒤 우리 가문은 더 강해졌습니다.	Descendants	After Winning Maps 6 & 7	MIXDES14.SMK	voice_aligned_split
0x34	secondary_ms	18020	23090	하론데일은 다른 전선의 전투에서\n계속 운이 다하고 있습니다.	Descendants	After Winning Maps 6 & 7	MIXDES14.SMK	voice_aligned_split
0x34	secondary_ms	24330	31150	아침이면 하론데일의 본토를 향해\n대공세를 시작할 것입니다.	Descendants	After Winning Maps 6 & 7	MIXDES14.SMK	voice_aligned
0x34	secondary_ms	31770	37410	어떤 결과가 나오든 이 오랜\n원한은 곧 끝날 것입니다.	Descendants	After Winning Maps 6 & 7	MIXDES14.SMK	voice_aligned
0x35	secondary_ms	110	6190	하론데일 왕국은 우리 손에\n들어왔습니다. 통치자들은 먼	Descendants	You've Won!	MIXDES15.SMK	voice_aligned_split
0x35	secondary_ms	6190	11500	땅으로 달아났거나 모두 목숨을\n잃었습니다. 나는 성으로	Descendants	You've Won!	MIXDES15.SMK	voice_aligned_split
0x35	secondary_ms	11500	15430	돌아가 남은 세월을\n평화롭게 보낼 것입니다.	Descendants	You've Won!	MIXDES15.SMK	voice_aligned_split
0x36	secondary_ms	290	5140	최근 서쪽 바다에 안개로\n둘러싸인 군도가 나타났다는	The Wizard's Isle	Intro	MIXWIZ16.SMK	voice_aligned_split
0x36	secondary_ms	5140	10070	이야기가 들립니다. 전에는\n물밖에 없던 곳입니다.	The Wizard's Isle	Intro	MIXWIZ16.SMK	voice_aligned_split
0x36	secondary_ms	10970	17510	그곳은 전설의 쉬라우디드 군도이며\n마법의 샘이 숨겨져 있습니다.	The Wizard's Isle	Intro	MIXWIZ16.SMK	voice_aligned
0x36	secondary_ms	18010	23290	천 년마다 바다 위로\n솟아오르고 그 힘을 차지한	The Wizard's Isle	Intro	MIXWIZ16.SMK	voice_aligned_split
